代號,名稱,年月,分類,資本適足率,股本,資產,權益,稅前損益,授信總額,存款,放款,權益比率,資產報酬率(稅前),存放比率,催收款,逾期放款,甲類逾期放款,乙類逾期放款,放款(含催收款),逾放比率,備抵呆帳,備抵呆帳覆蓋率,收益總計,費損總計,淨收益,利息收入,利息費用,淨利息總收益比,風險承受性
2897,王道銀行,2013/08,表現穩健,13.91,23905,164497,26309,839,94855,95431,88604,15.99,0.51,92.85,607,607,607,0,89211,0.68,1990,3.28 ,2952,2620,332,955,547,1.228915663,0.002018274
5827,華泰銀行,2013/08,風險承受度稍弱,11.55,6708,126460,7695,333,81736,108363,80572,6.08,0.26,74.35,339,459,346,112,80911,0.57,971,2.12 ,2202,1913,289,1787,721,3.688581315,0.002285308
5830,三信銀行,2013/08,風險承受度稍弱,9.56,4320,130377,5466,315,97512,119882,95015,4.19,0.24,79.26,244,386,217,169,95259,0.4,1922,4.98 ,2339,2025,314,2070,716,4.312101911,0.0024084
5835,國泰世華,2013/08,表現穩健,14.72,61425,1895884,112249,11769,1032822,1593064,985788,5.92,0.62,61.88,3560,3707,3557,151,989348,0.37,14387,3.88 ,53961,46670,7291,16023,6971,1.241530654,0.003845699
5836,台北富邦銀,2013/08,表現穩健,13.19,76450,1808029,120722,9634,1191141,1328680,1101966,6.68,0.53,82.94,892,1144,930,214,1102858,0.1,13224,11.56 ,46632,41879,4753,14480,7073,1.558384178,0.00262883
5838,華銀,2013/08,表現穩健,12.12,63089,2088687,126550,7514,1453941,1707838,1396319,6.06,0.36,81.76,5884,5907,5560,347,1402203,0.42,15900,2.69 ,33584,28126,5458,19493,6889,2.309270795,0.002613125
5841,中信銀,2013/08,風險承受度稍弱,11.13,78623,2054223,142180,16209,1327597,1610639,1184162,6.92,0.79,73.52,4507,4680,3970,711,1188670,0.39,10758,2.30 ,38983,28422,10561,19031,6855,1.152921125,0.005141117
5843,兆豐商銀,2013/08,風險承受度稍弱,10.75,71000,2463055,179638,15211,1873448,1800818,1586590,7.29,0.62,88.1,3261,4012,3504,508,1589851,0.25,18629,4.64 ,26638,19139,7499,15635,6462,1.223229764,0.003044593
5844,一銀,2013/08,風險承受度稍弱,10.95,66351,2143252,127981,9901,1533987,1678764,1436189,5.97,0.46,85.55,9705,9499,5792,3707,1445894,0.66,17312,1.82 ,46420,38777,7643,19390,6591,1.674604213,0.003566076
5847,玉山銀,2013/08,表現穩健,12.31,49850,1328065,79644,7269,841428,1098655,814714,6,0.55,74.16,1161,1617,1177,440,815875,0.2,8753,5.41 ,30303,25639,4664,12648,5719,1.485634648,0.003511876
5848,台新銀,2013/08,風險承受度稍弱,10.70,49158,1151652,70658,11430,757397,879783,699147,6.14,0.99,79.47,1845,1416,1173,244,700992,0.2,8721,6.16 ,37016,28552,8464,12886,5212,0.906663516,0.007349442
5849,永豐銀行,2013/08,風險承受度稍弱,10.78,59616,1349371,85981,7943,803237,1055980,766743,6.37,0.59,72.61,1827,2162,1969,193,768569,0.28,8601,3.98 ,38297,33301,4996,12119,5773,1.270216173,0.003702466
5850,日盛銀行,2013/08,表現穩健,12.87,15370,199639,17269,709,132710,172462,131057,8.65,0.36,75.99,762,794,762,31,131819,0.6,1530,1.93 ,4274,3757,517,2045,870,2.272727273,0.002589674
5852,元大銀,2013/08,表現穩健,12.92,36497,585560,45391,2348,423416,494331,387285,7.75,0.4,78.35,1487,1565,1519,47,388772,0.4,5039,3.22 ,15929,13838,2091,5730,2318,1.631755141,0.003570941
5854,合庫,2013/08,表現穩健,12.23,68433,2855456,134387,6802,1912094,2316685,1813531,4.71,0.24,78.28,13660,13991,12635,1356,1827190,0.77,19430,1.39 ,43387,38140,5247,28291,13737,2.773775491,0.001837535
5857,土銀,2013/08,風險承受度稍弱,11.66,50000,2400590,111973,7891,1901386,2024452,1807122,4.66,0.33,89.26,4645,5650,4681,969,1811767,0.31,25630,4.54 ,30128,22617,7511,26033,12449,1.808547464,0.003128814
5858,臺銀,2013/08,風險承受度稍弱,10.04,70000,4232598,242597,6829,2309015,3427311,2216184,5.73,0.16,64.66,10051,11470,9651,1820,2226235,0.52,20435,1.78 ,158215,154338,3877,33797,20596,3.404952283,0.000915986
5862,板信銀,2013/08,風險承受度稍弱,8.83,9558,166369,8357,474,102097,149572,97196,5.02,0.28,64.98,1356,1383,1356,27,98551,1.4,1258,0.91 ,2891,2523,368,1991,854,3.089673913,0.002211951
5863,瑞興銀,2013/08,風險承受度稍弱,11.72,2333,63655,4744,125,37499,49967,37262,7.45,0.2,74.57,57,59,57,2,37319,0.16,446,7.56 ,840,715,125,660,297,2.904,0.001963711
5870,花旗台灣,2013/08,表現穩健,17.61,66033,752471,93781,8484,244487,536360,227287,12.46,1.13,42.38,48,792,157,635,227334,0.35,2609,3.29 ,17017,10670,6347,7489,1012,1.020482118,0.008434877
5872,匯豐台灣,2013/08,風險承受度稍弱,10.93,30000,646228,36851,3898,281561,374575,238584,5.7,0.6,63.69,104,166,97,70,238688,0.07,2518,15.17 ,10525,7763,2762,4120,1501,0.948225923,0.004274033
5875,星展台灣,2013/08,風險承受度稍弱,10.67,22000,300407,22881,528,210989,196292,194933,7.62,0.18,99.31,816,1494,1116,379,195749,0.76,3460,2.32 ,4217,4152,65,2981,1272,26.29230769,0.000216373
5876,上海商銀,2013/08,表現穩健,12.53,37158,913360,94054,7602,557006,735143,509366,10.3,0.83,69.29,2471,2560,2471,89,511837,0.5,7125,2.78 ,17144,10157,6987,7751,3360,0.628452841,0.007649777
5879,澳盛台灣,2013/08,#N/A,#N/A,20000,315189,20515,595,178827,137167,148116,6.51,0.19,107.98,124,53,53,0,148240,0.04,2581,48.70 ,2988,2630,358,1377,501,2.446927374,0.001135826
2801,彰銀,2013/07,風險承受度稍弱,11.31,77491,1649808,109226,6699,1201189,1340009,1157527,6.62,0.41,86.38,4763,4430,3353,1077,1162290,0.38,14162,3.20 ,23378,17436,5942,13618,5258,1.406933692,0.003601631
2807,渣打銀行,2013/07,表現穩健,13.92,29106,709366,41531,1834,373431,522918,347103,5.85,0.26,66.38,1250,2176,1480,696,348353,0.62,5435,2.50 ,11774,10238,1536,7542,2728,3.134114583,0.002165314
2809,京城銀,2013/07,表現穩健,14.15,12012,210688,21502,2572,108279,146991,105161,10.21,1.22,71.54,76,97,64,34,105237,0.09,1635,16.86 ,3550,2242,1308,2109,617,1.140672783,0.006208232
2812,台中銀,2013/07,風險承受度稍弱,10.39,24869,471703,29890,2230,364442,410749,353368,6.34,0.47,86.03,1401,2534,1974,561,354769,0.71,3905,1.54 ,6813,5163,1650,5332,1996,2.021818182,0.003497964
2834,臺企銀,2013/07,風險承受度稍弱,10.65,50941,1311709,55436,1834,996331,1120099,977144,4.23,0.14,87.24,7703,8626,8059,568,984847,0.88,10354,1.20 ,15209,14197,1012,12154,5306,6.766798419,0.000771513
2836,高雄銀,2013/07,風險承受度稍弱,9.51,7210,224626,10622,269,176382,195215,171041,4.73,0.12,87.62,1122,1537,1122,415,172162,0.89,1388,0.90 ,2547,2438,109,2070,1001,9.80733945,0.000485251
2837,凱基銀行,2013/07,表現穩健,12.87,15256,163551,16617,1583,98443,142116,97165,10.16,0.97,68.37,427,560,352,209,97593,0.57,1375,2.46 ,4338,2866,1472,3358,842,1.70923913,0.009000251
2838,聯邦銀,2013/07,表現穩健,12.01,22167,428651,27165,1919,243468,359243,228316,6.34,0.45,63.55,645,761,696,65,228961,0.33,2328,3.06 ,7895,6196,1699,5203,1912,1.937021778,0.003963597
2845,遠東銀,2013/07,風險承受度稍弱,10.16,23621,484781,27946,2439,332034,400021,315111,5.76,0.5,78.77,765,1170,994,176,315876,0.37,3791,3.24 ,11265,9294,1971,5876,3329,1.292237443,0.004065753
2847,大眾銀,2013/07,#N/A,#N/A,22478,443446,28467,2045,296616,349759,270744,6.42,0.46,77.41,951,983,201,782,271695,0.36,3896,3.96 ,19407,17776,1631,4368,2270,1.286327406,0.003678013
2849,安泰銀,2013/07,表現穩健,11.81,16797,404925,23913,2256,222961,320823,208266,5.91,0.56,64.92,1776,1906,1483,423,210042,0.91,2692,1.41 ,6944,5294,1650,4298,2234,1.250909091,0.004074829
2893,新光銀行,2013/07,風險承受度稍弱,11.01,24697,664871,33204,2951,450196,582491,432626,4.99,0.44,74.27,1396,2034,1491,543,434022,0.47,4800,2.36 ,12768,10698,2070,6844,2798,1.954589372,0.003113386
28944,中輸銀,2013/07,表現穩健,27.22,12000,100257,19183,279,102295,0,92246,19.13,0.28,0,61,260,260,0,92307,0.28,739,2.84 ,750,648,102,413,101,3.058823529,0.001017385
2895,陽信銀,2013/07,風險承受度稍弱,8.91,13350,279091,14303,966,202933,240984,199324,5.12,0.35,82.71,1012,1187,973,214,200335,0.59,2003,1.69 ,4239,3356,883,3159,1326,2.07587769,0.003163843
2897,王道銀行,2013/07,表現穩健,13.91,23905,164486,26240,719,93449,95989,86855,15.95,0.44,90.48,607,607,607,0,87462,0.69,1975,3.25 ,-2951,-3191,240,830,476,1.475,0.001459091
5827,華泰銀行,2013/07,風險承受度稍弱,11.55,6708,125066,7663,298,82262,108900,81177,6.13,0.24,74.54,334,446,335,111,81511,0.55,957,2.15 ,1944,1679,265,1570,633,3.535849057,0.002118881
5830,三信銀行,2013/07,風險承受度稍弱,9.56,4320,129580,5401,284,96130,119488,93549,4.17,0.22,78.29,260,410,242,168,93809,0.44,1921,4.69 ,2052,1769,283,1808,623,4.187279152,0.002183979
5835,國泰世華,2013/07,表現穩健,14.72,61425,1876140,111376,10316,1043283,1572978,997969,5.94,0.55,63.44,3824,3947,3822,125,1001793,0.39,14496,3.67 ,48956,42766,6190,13985,6060,1.280290792,0.003299327
5836,台北富邦銀,2013/07,表現穩健,13.19,76450,1762595,119425,8346,1168748,1319839,1081253,6.78,0.47,81.92,932,1186,971,215,1082185,0.11,13042,11.00 ,45121,41104,4017,12640,6176,1.609161065,0.002279026
5838,華銀,2013/07,表現穩健,12.12,63089,2063435,126100,6642,1456640,1683673,1392162,6.11,0.32,82.69,5861,5911,5522,390,1398024,0.42,15620,2.64 ,30160,25392,4768,16972,5983,2.304739933,0.00231071
5841,中信銀,2013/07,風險承受度稍弱,11.13,75371,2045247,142066,14859,1328957,1610194,1184983,6.95,0.73,73.59,5628,5819,5104,715,1190610,0.49,11146,1.92 ,34191,24325,9866,16572,5956,1.07601865,0.004823867
5843,兆豐商銀,2013/07,風險承受度稍弱,10.75,71000,2462189,178387,13580,1868663,1797543,1571806,7.25,0.55,87.44,1592,3650,3546,104,1573398,0.23,18077,4.95 ,23403,16476,6927,13614,5621,1.153890573,0.00281335
5844,一銀,2013/07,風險承受度稍弱,10.95,66351,2123663,127527,8693,1540854,1654817,1442994,6.01,0.41,87.2,10807,7428,5240,2188,1453801,0.51,17089,2.30 ,40490,33752,6738,16941,5746,1.661472247,0.00317282
5847,玉山銀,2013/07,表現穩健,12.31,49850,1308203,78936,6366,836484,1079215,810606,6.03,0.49,75.11,882,1602,1065,537,811487,0.2,8637,5.39 ,26487,22257,4230,11025,4996,1.425295508,0.003233443
5848,台新銀,2013/07,風險承受度稍弱,10.70,49158,1152482,69522,10326,745829,872573,691499,6.03,0.9,79.25,1852,1411,1158,253,693350,0.2,8586,6.09 ,33451,25744,7707,11222,4542,0.866744518,0.006687306
5849,永豐銀行,2013/07,風險承受度稍弱,10.78,59616,1355075,85392,7276,808347,1059508,770682,6.3,0.54,72.74,1943,2219,2032,187,772626,0.29,8384,3.78 ,35016,30577,4439,10579,5033,1.249380491,0.003275833
5850,日盛銀行,2013/07,表現穩健,12.87,15370,198130,17252,660,131750,171312,130070,8.71,0.33,75.93,745,775,748,27,130815,0.59,1487,1.92 ,3765,3267,498,1787,761,2.060240964,0.002513501
5852,元大銀,2013/07,表現穩健,12.92,36497,580974,45608,2116,420055,491459,383580,7.85,0.36,78.05,1602,1681,1633,49,385182,0.44,5064,3.01 ,14549,12565,1984,4979,2015,1.493951613,0.003414955
5854,合庫,2013/07,表現穩健,12.23,68433,2842289,133749,5942,1908081,2296133,1810238,4.71,0.21,78.84,13728,14071,12463,1608,1823967,0.77,19214,1.37 ,38569,33961,4608,24720,12018,2.756510417,0.001621229
5857,土銀,2013/07,風險承受度稍弱,11.66,50000,2379063,111636,6945,1887273,2007880,1794654,4.69,0.29,89.38,4486,5677,4676,1001,1799141,0.32,25440,4.48 ,26295,19569,6726,22761,10884,1.765834077,0.002827163
5858,臺銀,2013/07,風險承受度稍弱,10.04,70000,4255827,243887,6005,2322426,3473446,2228452,5.73,0.14,64.16,10052,11407,9568,1839,2238505,0.51,19904,1.74 ,139855,136495,3360,29494,17980,3.426785714,0.000789506
5862,板信銀,2013/07,風險承受度稍弱,8.83,9558,164275,8323,424,102244,147708,97608,5.07,0.26,66.08,1209,1337,1286,51,98817,1.35,1243,0.93 ,2530,2203,327,1733,747,3.01529052,0.001990565
5863,瑞興銀,2013/07,風險承受度稍弱,11.72,2333,64083,4792,61,37016,50710,36774,7.48,0.1,72.52,57,59,57,2,36831,0.16,433,7.34 ,670,609,61,575,259,5.180327869,0.000951891
5870,花旗台灣,2013/07,表現穩健,17.61,66033,779690,91490,5641,241626,568484,221812,11.73,0.72,39.02,34,749,165,584,221846,0.34,3276,4.37 ,14874,11050,3824,6404,879,1.444822176,0.004904513
5872,匯豐台灣,2013/07,風險承受度稍弱,10.93,30000,640709,36572,3547,276217,368197,234327,5.71,0.55,63.64,93,141,82,58,234420,0.06,2473,17.54 ,9305,6780,2525,3604,1314,0.906930693,0.003940947
5875,星展台灣,2013/07,風險承受度稍弱,10.67,22000,293718,22784,387,216914,192046,195789,7.76,0.13,101.95,723,1472,1029,443,196512,0.75,3434,2.33 ,3647,3630,17,2593,1105,87.52941176,5.78786E-05
5876,上海商銀,2013/07,表現穩健,12.53,37158,902940,93696,6630,550569,719401,502935,10.38,0.73,69.91,2432,2516,2447,69,505367,0.5,7086,2.82 ,15119,8877,6242,6746,2916,0.613585389,0.006912973
5879,澳盛台灣,2013/07,#N/A,#N/A,20000,329146,20475,553,182078,138828,150660,6.22,0.17,108.52,129,54,54,0,150789,0.04,2601,48.17 ,2527,2167,360,1098,407,1.919444444,0.00109374
2801,彰銀,2013/06,風險承受度稍弱,11.39,77491,1683479,108587,5619,1210025,1339931,1163507,6.45,0.33,86.83,4115,4694,2639,2055,1167622,0.4,13845,2.95 ,20175,15420,4755,11509,4485,1.477181914,0.002824508
2807,渣打銀行,2013/06,表現穩健,14.77,29106,712947,41287,1575,375561,506632,349115,5.79,0.22,68.91,1284,2290,1535,755,350400,0.65,5456,2.38 ,9825,8437,1388,6501,2337,3,0.001946849
2809,京城銀,2013/06,表現穩健,13.72,12012,209270,21149,2177,106891,145701,103505,10.11,1.04,71.04,84,118,77,41,103589,0.11,1560,13.22 ,2888,1816,1072,1778,523,1.170708955,0.005122569
2812,台中銀,2013/06,風險承受度稍弱,10.54,24869,473305,29587,1896,357492,410717,348038,6.25,0.4,84.74,972,1633,1188,445,349010,0.47,3821,2.34 ,5837,4707,1130,4535,1703,2.50619469,0.002387467
2834,臺企銀,2013/06,風險承受度稍弱,10.86,50941,1304842,55331,1683,981002,1107668,961327,4.24,0.13,86.79,8052,9090,8299,792,969379,0.94,10148,1.12 ,12988,11989,999,10368,4536,5.837837838,0.00076561
2836,高雄銀,2013/06,風險承受度稍弱,8.27,7210,222948,10580,230,173544,192453,168229,4.75,0.1,87.41,841,1558,841,717,169070,0.92,1365,0.88 ,2174,2096,78,1759,854,11.6025641,0.000349857
2837,凱基銀行,2013/06,表現穩健,12.69,15256,163105,16497,1348,97202,139261,95933,10.11,0.83,68.89,449,578,363,215,96382,0.6,1372,2.37 ,3709,2456,1253,2894,717,1.737430168,0.007682168
2838,聯邦銀,2013/06,表現穩健,12.01,22167,424920,26780,1670,237485,354873,226818,6.3,0.39,63.92,193,741,246,495,227011,0.33,2350,3.17 ,6792,5319,1473,4443,1636,1.905634759,0.003466535
2845,遠東銀,2013/06,風險承受度稍弱,10.16,23621,485210,27833,2093,334006,393143,317127,5.74,0.43,80.66,768,1166,998,168,317895,0.37,3759,3.22 ,9597,7895,1702,4998,2829,1.274383079,0.00350776
2847,大眾銀,2013/06,#N/A,#N/A,22478,444153,28319,1859,299273,350437,273276,6.38,0.42,77.98,992,1024,243,782,274267,0.37,3860,3.77 ,16651,15234,1417,3747,1946,1.27099506,0.003190342
2849,安泰銀,2013/06,風險承受度稍弱,11.37,16797,427777,24154,2252,223913,321539,211391,5.65,0.53,65.74,1747,1878,1042,836,213138,0.88,2484,1.32 ,6183,4431,1752,3690,1911,1.015410959,0.004095592
2893,新光銀行,2013/06,風險承受度稍弱,10.45,24697,653075,32911,2515,450111,568112,432777,5.04,0.39,76.18,1378,2041,1388,652,434155,0.47,4779,2.34 ,11132,9247,1885,5831,2386,1.827586207,0.002886345
28944,中輸銀,2013/06,表現穩健,28.83,12000,95888,19166,259,97681,0,88758,19.99,0.27,0,7,259,259,0,88765,0.29,693,2.68 ,636,558,78,352,86,3.41025641,0.000813449
2895,陽信銀,2013/06,風險承受度稍弱,8.85,13350,281177,14143,806,203360,243089,200088,5.03,0.29,82.31,919,1246,931,314,201007,0.62,1983,1.59 ,3622,2892,730,2688,1130,2.134246575,0.002596229
2897,王道銀行,2013/06,表現穩健,14.54,23905,162712,26263,602,91604,92213,85040,16.14,0.37,92.22,579,607,579,28,85619,0.71,1944,3.20 ,-3595,-3785,190,707,407,1.578947368,0.001167707
5827,華泰銀行,2013/06,風險承受度稍弱,11.41,6708,124990,7602,241,83527,109449,82299,6.08,0.19,75.19,349,448,309,139,82648,0.54,946,2.11 ,1681,1463,218,1353,544,3.711009174,0.00174414
5830,三信銀行,2013/06,風險承受度稍弱,9.66,4320,128619,5366,241,95326,119108,92722,4.17,0.19,77.85,239,403,203,200,92961,0.43,1875,4.65 ,1756,1515,241,1544,531,4.203319502,0.001873751
5835,國泰世華,2013/06,表現穩健,13.06,61425,1870576,110002,8770,1036907,1568854,991023,5.88,0.47,63.17,3373,3464,3369,95,994396,0.35,14133,4.08 ,42471,37296,5175,11944,5145,1.313816425,0.002766528
5836,台北富邦銀,2013/06,表現穩健,13.09,76450,1725248,121672,9824,1157532,1308087,1075384,7.05,0.57,82.21,1141,1202,1178,23,1076525,0.11,9495,7.90 ,39821,33880,5941,10797,5279,0.928799865,0.003443563
5838,華銀,2013/06,表現穩健,12.31,63089,2047809,125066,5712,1430964,1685788,1370075,6.11,0.28,81.27,5775,5913,5572,341,1375851,0.43,15264,2.58 ,26516,22420,4096,14457,5082,2.288818359,0.002000187
5841,中信銀,2013/06,風險承受度稍弱,11.02,75371,2024629,140435,13299,1283230,1605554,1145294,6.94,0.66,71.33,5648,5829,5108,721,1150942,0.51,10737,1.84 ,29172,20479,8693,14123,5051,1.043598297,0.004293626
5843,兆豐商銀,2013/06,風險承受度稍弱,10.60,71000,2480638,176754,11770,1873380,1782143,1561110,7.13,0.47,87.6,2286,2917,2793,124,1563396,0.19,17697,6.07 ,19779,13317,6462,11599,4735,1.062209842,0.002604975
5844,一銀,2013/06,風險承受度稍弱,11.03,66351,2103120,126416,7413,1540023,1641391,1442919,6.01,0.35,87.91,6314,7252,5628,1623,1449233,0.5,16604,2.29 ,35454,30053,5401,14472,4903,1.771708943,0.002568089
5847,玉山銀,2013/06,表現穩健,12.21,49850,1318512,78191,5456,824629,1074050,797646,5.93,0.41,74.27,872,1626,1068,558,798518,0.2,8450,5.20 ,22587,19042,3545,9395,4260,1.448519041,0.002688637
5848,台新銀,2013/06,風險承受度稍弱,11.69,49158,1105803,68455,9081,727633,872332,676424,6.19,0.82,77.54,1660,1419,1104,314,678084,0.21,8465,5.97 ,30933,24230,6703,9558,3879,0.847232582,0.006061658
5849,永豐銀行,2013/06,風險承受度稍弱,11.65,59616,1334001,84671,6464,814504,1055121,775324,6.35,0.48,73.48,1873,2168,1991,177,777196,0.28,7969,3.68 ,31809,28152,3657,9040,4300,1.296144381,0.002741377
5850,日盛銀行,2013/06,表現穩健,12.55,15370,205736,17188,607,133388,171903,131996,8.35,0.3,76.79,681,804,772,32,132677,0.61,1510,1.88 ,3307,2828,479,1529,650,1.835073069,0.002328226
5852,元大銀,2013/06,表現穩健,13.34,36497,581568,45900,1751,418808,477663,382955,7.89,0.3,80.17,1415,1710,1659,51,384370,0.44,5001,2.92 ,12766,11232,1534,4240,1712,1.64797914,0.002637697
5854,合庫,2013/06,表現穩健,12.32,68433,2839265,132478,5081,1909744,2289395,1812458,4.67,0.18,79.17,13469,14024,12379,1645,1825928,0.77,19325,1.38 ,34146,30523,3623,21146,10301,2.993375656,0.001276034
5857,土銀,2013/06,風險承受度稍弱,11.67,50000,2382555,111160,6178,1883607,2019864,1792811,4.67,0.26,88.76,4586,5697,4656,1041,1797397,0.32,25040,4.40 ,22441,16710,5731,19488,9288,1.779794102,0.002405401
5858,臺銀,2013/06,風險承受度稍弱,10.02,70000,4195364,241572,5009,2280048,3413051,2184354,5.76,0.12,64,9523,11085,9087,1998,2193877,0.51,19315,1.74 ,121301,118521,2780,25185,15375,3.528776978,0.000662636
5862,板信銀,2013/06,風險承受度稍弱,8.56,9558,163578,8252,318,101833,147930,97049,5.04,0.19,65.6,1209,1297,1287,10,98258,1.32,1242,0.96 ,2159,1925,234,1480,639,3.594017094,0.00143051
5863,瑞興銀,2013/06,風險承受度稍弱,11.50,2333,62938,4772,54,36871,50241,36592,7.58,0.09,72.83,56,59,57,2,36648,0.16,433,7.34 ,577,523,54,490,220,5,0.000857987
5870,花旗台灣,2013/06,表現穩健,16.61,66033,791221,90699,4784,235850,564743,213811,11.46,0.6,37.86,48,788,174,613,213860,0.37,3285,4.17 ,12765,9565,3200,5480,745,1.4796875,0.004044382
5872,匯豐台灣,2013/06,風險承受度稍弱,10.81,30000,626704,36055,2923,268987,364718,229736,5.75,0.47,62.99,90,144,75,69,229826,0.06,2412,16.75 ,7655,5662,1993,2928,1119,0.907676869,0.00318013
5875,星展台灣,2013/06,風險承受度稍弱,11.45,22000,290778,22669,292,208012,193506,191996,7.8,0.1,99.22,629,1298,906,391,192626,0.67,3456,2.66 ,3108,3200,-92,2206,939,-13.77173913,-0.000316393
5876,上海商銀,2013/06,表現穩健,12.62,37158,904969,93016,5716,552593,712087,505265,10.28,0.63,70.96,2173,2267,2203,63,507438,0.45,7036,3.10 ,13231,7678,5553,5735,2469,0.588150549,0.006136122
5879,澳盛台灣,2013/06,#N/A,#N/A,20000,320599,20270,316,183730,164537,144378,6.32,0.1,87.75,131,56,56,0,144509,0.04,2761,49.30 ,2011,1841,170,805,305,2.941176471,0.000530257
2801,彰銀,2013/05,風險承受度稍弱,11.39,72421,1664977,108823,4711,1173842,1339237,1134103,6.54,0.28,84.68,3189,4011,2791,1220,1137293,0.35,14078,3.51 ,16996,13157,3839,9626,3729,1.536077103,0.002305738
2807,渣打銀行,2013/05,表現穩健,14.77,29106,722501,41235,1299,371695,521450,347268,5.71,0.18,66.6,1305,2323,1538,786,348574,0.67,5533,2.38 ,8381,7071,1310,5435,1967,2.647328244,0.001813146
2809,京城銀,2013/05,表現穩健,13.72,12012,202889,23218,1877,103052,143281,100009,11.44,0.93,69.8,89,124,87,37,100098,0.12,1523,12.28 ,2328,1395,933,1463,433,1.103965702,0.004598574
2812,台中銀,2013/05,風險承受度稍弱,10.54,23187,466730,29541,1614,350625,408829,341088,6.33,0.35,83.43,881,1391,1057,334,341969,0.41,3608,2.59 ,4827,3767,1060,3758,1414,2.211320755,0.00227112
2834,臺企銀,2013/05,風險承受度稍弱,10.86,48982,1291697,55094,1313,977573,1105103,958466,4.27,0.1,86.73,7756,8914,8328,586,966222,0.92,9816,1.10 ,10684,9920,764,8621,3783,6.332460733,0.00059147
2836,高雄銀,2013/05,風險承受度稍弱,8.27,7069,222603,10656,199,172751,190495,167203,4.79,0.09,87.77,1018,1598,1018,580,168221,0.95,1406,0.88 ,1738,1621,117,1454,709,6.367521368,0.000525599
2837,凱基銀行,2013/05,表現穩健,12.69,15256,162592,16380,1159,95366,137622,94361,10.07,0.71,68.57,465,593,383,209,94825,0.63,1362,2.30 ,3128,2013,1115,2445,595,1.659192825,0.006857656
2838,聯邦銀,2013/05,表現穩健,12.01,20264,433116,26699,1364,234235,353791,220857,6.16,0.31,62.43,174,709,243,466,221032,0.32,2351,3.32 ,5583,4443,1140,3704,1355,2.060526316,0.002632089
2845,遠東銀,2013/05,風險承受度稍弱,10.16,22423,482666,27954,1722,321518,383168,305840,5.79,0.36,79.82,775,1104,945,159,306615,0.36,3707,3.36 ,8040,6640,1400,4134,2350,1.274285714,0.002900556
2847,大眾銀,2013/05,#N/A,#N/A,22478,448516,28090,1486,295745,346456,271753,6.26,0.33,78.44,609,639,270,369,272362,0.23,3966,6.21 ,13504,12484,1020,3144,1633,1.481372549,0.002274166
2849,安泰銀,2013/05,風險承受度稍弱,11.37,16797,431429,24223,1859,224107,318164,211747,5.61,0.43,66.55,1541,1670,999,671,213288,0.78,2453,1.47 ,5051,3664,1387,2974,1587,1,0.003214897
2893,新光銀行,2013/05,風險承受度稍弱,10.45,24697,639453,32891,2167,445834,557614,428625,5.14,0.34,76.87,1561,1965,1532,433,430186,0.46,4869,2.48 ,9392,7837,1555,4858,1991,1.843729904,0.002431766
28944,中輸銀,2013/05,表現穩健,28.83,12000,97716,19135,236,99466,0,90716,19.58,0.24,0,90,219,219,0,90807,0.24,771,3.52 ,512,441,71,293,71,3.126760563,0.000726595
2895,陽信銀,2013/05,風險承受度稍弱,8.85,12750,273685,13432,654,198914,235730,195699,4.91,0.24,83.02,849,1222,847,374,196548,0.62,1973,1.61 ,2969,2385,584,2237,940,2.220890411,0.00213384
2897,王道銀行,2013/05,表現穩健,14.54,23905,156081,26994,566,86967,89901,80318,17.29,0.36,89.34,540,662,540,122,80858,0.82,2079,3.14 ,-5058,-5258,200,591,340,1.255,0.001281386
5827,華泰銀行,2013/05,風險承受度稍弱,11.41,6708,125734,7581,195,84736,110147,83299,6.03,0.16,75.63,541,648,499,149,83841,0.77,1117,1.72 ,1388,1207,181,1138,456,3.767955801,0.001439547
5830,三信銀行,2013/05,風險承受度稍弱,9.66,4320,128649,5337,205,94648,117883,92068,4.15,0.16,78.1,222,368,207,161,92291,0.4,1856,5.04 ,1462,1258,204,1285,460,4.044117647,0.00158571
5835,國泰世華,2013/05,表現穩健,13.06,61425,1903118,108858,7239,1025061,1572884,977063,5.72,0.38,62.12,4278,4362,4274,88,981341,0.44,13996,3.21 ,35648,31462,4186,9924,4260,1.353081701,0.002199548
5836,台北富邦銀,2013/05,表現穩健,13.09,61231,1750844,120289,8663,1153804,1296702,1073665,6.87,0.49,82.8,1143,1207,1182,25,1074808,0.11,9333,7.73 ,34214,28884,5330,9010,4389,0.866979362,0.003044246
5838,華銀,2013/05,表現穩健,12.31,63089,2017934,124906,4694,1404886,1674563,1349015,6.19,0.23,80.56,5913,5834,5473,361,1354927,0.43,15059,2.58 ,22418,19125,3293,12068,4234,2.378985727,0.001631867
5841,中信銀,2013/05,風險承受度稍弱,11.02,75371,2037499,139658,10824,1311126,1567458,1178486,6.85,0.53,75.18,5474,5643,4933,710,1183960,0.48,10687,1.89 ,24260,17123,7137,11760,4185,1.061370324,0.003502824
5843,兆豐商銀,2013/05,風險承受度稍弱,10.60,71000,2442069,176257,9880,1818281,1754815,1526839,7.22,0.4,87.01,2246,3184,2392,792,1529085,0.21,18092,5.68 ,16653,11329,5324,9664,3883,1.085837716,0.002180119
5844,一銀,2013/05,風險承受度稍弱,11.03,62720,2101291,129631,6142,1533237,1635961,1437819,6.17,0.29,87.89,6235,6639,5480,1159,1444054,0.46,16210,2.44 ,29884,25386,4498,12055,4078,1.773454869,0.002140589
